original,parsed_name,recipe_name,recipe_idx
"130 g Joghurt, 1,5% Fett","Joghurt, 1,5% Fett",Pastinaken-Apfel-Salat mit Fischfilet und Paprikahaube,659
80 g Mayonnaise,Mayonnaise,Pastinaken-Apfel-Salat mit Fischfilet und Paprikahaube,659
"50 g Cranberrys, getrocknet",Cranberrys,Pastinaken-Apfel-Salat mit Fischfilet und Paprikahaube,659
120 g Möhren,Möhren,Schnelle Linsen-Apfel-Suppe,660
120 g Knollensellerie,Knollensellerie,Schnelle Linsen-Apfel-Suppe,660
100 g Porree,Porree,Schnelle Linsen-Apfel-Suppe,660
"200 g rote Linsen, getrocknet",rote Linsen,Schnelle Linsen-Apfel-Suppe,660
"1 TL Majoran, getrocknet",Majoran,Schnelle Linsen-Apfel-Suppe,660
250 g Perlgraupen,Perlgraupen,Graupenrisotto mit Rucola und Chorizo,661
150 g Chorizo,Chorizo,Graupenrisotto mit Rucola und Chorizo,661
30 g Pinienkerne,Pinienkerne,Graupenrisotto mit Rucola und Chorizo,661
"4 Semmeln, altbacken","Semmeln, altbacken",Überbackene Käsesemmeln,662
150 g Bergkäse,Bergkäse,Überbackene Käsesemmeln,662
1 Ei (Größe M),Ei,Überbackene Käsesemmeln,662
"¼ TL Paprikapulver, edelsüß","Paprikapulver, edelsüß",Überbackene Käsesemmeln,662
1 - 2 TL Semmelbrösel,- 2 TL Semmelbrösel,Überbackene Käsesemmeln,662
200 g Crème fraîche,Crème fraîche,Buchweizen-Pfannkuchen mit Äpfeln,663
"½ TL Zitronenschale, gerieben","Zitronenschale, gerieben",Buchweizen-Pfannkuchen mit Äpfeln,663
180 g Buchweizen,Buchweizen,Buchweizen-Pfannkuchen mit Äpfeln,663
50 g Mehl,Mehl,Buchweizen-Pfannkuchen mit Äpfeln,663
3 Eier,Eier,Buchweizen-Pfannkuchen mit Äpfeln,663
1 TL Backpulver,Backpulver,Buchweizen-Pfannkuchen mit Äpfeln,663
2 Stängel Dill,Dill,Grüne Kartoffelsuppe mit Lachs,664
200 g Kartoffeln,Kartoffeln,Grüne Kartoffelsuppe mit Lachs,664
25 g Schmand,Schmand,Grüne Kartoffelsuppe mit Lachs,664
40 g Räucherlachsscheiben,Räucherlachsscheiben,Grüne Kartoffelsuppe mit Lachs,664
1 EL Zimt,Zimt,Fotzelschnitten,665
5 Eier,Eier,Fotzelschnitten,665
500 g Weissbrot,Weissbrot,Fotzelschnitten,665
"180 g durchwachsener Speck, gewürfelt","durchwachsener Speck, gewürfelt",Spaghetti-Erbsen-Carbonara,666
400 g Spaghetti,Spaghetti,Spaghetti-Erbsen-Carbonara,666
"400 g Erbsen, TK",Erbsen,Spaghetti-Erbsen-Carbonara,666
4 Eier,Eier,Spaghetti-Erbsen-Carbonara,666
6 Stängel Minze,Minze,Spaghetti-Erbsen-Carbonara,666
1 Zitrone,Zitrone,Penne mit Spinat-Käse-Sauce,667
2 EL Rauchmandeln,Rauchmandeln,Penne mit Spinat-Käse-Sauce,667
220 g kurze Nudeln,kurze Nudeln,Penne mit Spinat-Käse-Sauce,667
"300 g Blattspinat, TK",Blattspinat,Penne mit Spinat-Käse-Sauce,667
100 g Schmelzkäse,Schmelzkäse,Penne mit Spinat-Käse-Sauce,667
2 Scheiben gekochter Schinken,Scheiben gekochter Schinken,Penne mit Spinat-Käse-Sauce,667
¼ TL Chiliflocken,Chiliflocken,Penne mit Spinat-Käse-Sauce,667
"6 EL gemischte, frische Kräuter",gemischtee Kräuter,Karfiol-Bohnen-Salat schnell auf den Tisch,668
1 roter Paprika,roter Paprika,Karfiol-Bohnen-Salat schnell auf den Tisch,668
"2 - 3 TL Kapern, eingelegt","- 3 TL Kapern, eingelegt",Karfiol-Bohnen-Salat schnell auf den Tisch,668
4 Stängel frische Dille,frische Dille,Erdäpfelpuffer mit Dillsauce (vegan),669
250 g veganes Joghurt,veganes Joghurt,Erdäpfelpuffer mit Dillsauce (vegan),669
100 g veganer Sauerrahm,veganer Sauerrahm,Erdäpfelpuffer mit Dillsauce (vegan),669
40 g Kartoffelstärke,Kartoffelstärke,Erdäpfelpuffer mit Dillsauce (vegan),669
800 g Kartoffeln,Kartoffeln,Raggmunk - schwedische Kartoffelpuffer,670
150 g Mehl,Mehl,Raggmunk - schwedische Kartoffelpuffer,670
1 Ei,Ei,Raggmunk - schwedische Kartoffelpuffer,670
800 g Drillinge,Drillinge,Gyros mit Ofendrillingen und Paprikasauce,671
400 g Gyros-Geschnetzeltes,Gyros-Geschnetzeltes,Gyros mit Ofendrillingen und Paprikasauce,671
3 rote Paprika,rote Paprika,Gyros mit Ofendrillingen und Paprikasauce,671
200 g Champignons,Champignons,Gyros mit Ofendrillingen und Paprikasauce,671
2 TL Gyrosgewürz,Gyrosgewürz,Gyros mit Ofendrillingen und Paprikasauce,671
10 g Speisestärke,Speisestärke,Gyros mit Ofendrillingen und Paprikasauce,671
400 g Kohlrabi,Kohlrabi,Meerrettichsuppe mit geräucherter Forelle,672
400 g Räucherforellenfilets,Räucherforellenfilets,Meerrettichsuppe mit geräucherter Forelle,672
35 g Meerrettich aus dem Glas,Meerrettich aus dem Glas,Meerrettichsuppe mit geräucherter Forelle,672
¼ TL Muskat,Muskat,Meerrettichsuppe mit geräucherter Forelle,672
6 Stängel Koriander,Koriander,Sashimi vom Thunfisch mit Limetten-Sesam-Vinaigrette,673
"1 Peperoni, rot","Peperoni, rot",Sashimi vom Thunfisch mit Limetten-Sesam-Vinaigrette,673
50 g Panko,Panko,Sashimi vom Thunfisch mit Limetten-Sesam-Vinaigrette,673
40 g Sesam,Sesam,Sashimi vom Thunfisch mit Limetten-Sesam-Vinaigrette,673
"600 g Thunfisch, frisch",Thunfisch,Sashimi vom Thunfisch mit Limetten-Sesam-Vinaigrette,673
500 g Süßkartoffeln,Süßkartoffeln,Süßkartoffel-Mais-Cremesuppe,674
"285 g Mais, aus der Dose","Mais, aus der Dose",Süßkartoffel-Mais-Cremesuppe,674
80 - 100 g Erdnusscreme,- 100 g Erdnusscreme,Süßkartoffel-Mais-Cremesuppe,674
1 TL Kurkuma,Kurkuma,Süßkartoffel-Mais-Cremesuppe,674
3 EL Sonnenblumenkerne,Sonnenblumenkerne,Süßkartoffel-Mais-Cremesuppe,674
2 EL Kürbiskerne,Kürbiskerne,Süßkartoffel-Mais-Cremesuppe,674
"10 - 14 Zweige Minze, frisch",- 14 Zweige Minze,Zucchini Minz Suppe,675
"2 Gemüsesuppenwürfel (für je 0,5 l)",emüsesuppenwürfel,Zucchini Minz Suppe,675
"100 g Naturjoghurt (3,6% Fett)",Naturjoghurt,Zucchini Minz Suppe,675
"2 rote Chilischoten, frisch",rote Chilischoten,Zucchini Minz Suppe,675
"3 Stängel Minze, frisch",Minze,Zucchini Minz Suppe,675
100 g Grünkern,Grünkern,Veganes Süßkartoffel-Grünkern-Chili,676
"1 rote Chilischote, frisch",rote Chilischote,Veganes Süßkartoffel-Grünkern-Chili,676
300 g Süßkartoffel,Süßkartoffel,Veganes Süßkartoffel-Grünkern-Chili,676
1 TL Paprika edelsüß,Paprika edelsüß,Veganes Süßkartoffel-Grünkern-Chili,676
200 g gelbe Paprika,gelbe Paprika,Veganes Süßkartoffel-Grünkern-Chili,676
"140 g Mais, aus der Dose","Mais, aus der Dose",Veganes Süßkartoffel-Grünkern-Chili,676
½ Bund Dill,Dill,Buchweizen-Gemüse-Eintopf,677
150 g Möhren,Möhren,Buchweizen-Gemüse-Eintopf,677
150 g Kohlrabi,Kohlrabi,Buchweizen-Gemüse-Eintopf,677
150 g Porreestange,Porreestange,Buchweizen-Gemüse-Eintopf,677
50 g Buchweizen,Buchweizen,Buchweizen-Gemüse-Eintopf,677
250 g Tortellini,Tortellini,Tortellini-Bolo,678
300 g Fenchel,Fenchel,Gnocchi-Fenchel-Gemüse mit Gorgonzolasauce,679
230 g Gnocchi,Gnocchi,Gnocchi-Fenchel-Gemüse mit Gorgonzolasauce,679
60 g Gorgonzola,Gorgonzola,Gnocchi-Fenchel-Gemüse mit Gorgonzolasauce,679
1 Bio-Orange,Bio-Orange,Spinatsuppe mit Karotte und Orange,680
25 g rote Linsen,rote Linsen,Spinatsuppe mit Karotte und Orange,680
150 g Karotten,Karotten,Spinatsuppe mit Karotte und Orange,680
50 g Orangensaft,Orangensaft,Spinatsuppe mit Karotte und Orange,680
"¼ TL Muskat, gemahlen","Muskat, gemahlen",Spinatsuppe mit Karotte und Orange,680
"250 g Blattspinat, frisch",Blattspinat,Spinatsuppe mit Karotte und Orange,680
120 g Hartkäse,Hartkäse,Vegetarische Bohnen-Bolognese,681
150 g Karotten,Karotten,Vegetarische Bohnen-Bolognese,681
100 g Sellerie,Sellerie,Vegetarische Bohnen-Bolognese,681
"400 g stückige Paradeiser, aus der Dose","stückige Paradeiser, aus der Dose",Vegetarische Bohnen-Bolognese,681
30 g Paradeismark,Paradeismark,Vegetarische Bohnen-Bolognese,681
"2 TL Oregano, getrocknet",Oregano,Vegetarische Bohnen-Bolognese,681
"1 TL Thymian, getrocknet",Thymian,Vegetarische Bohnen-Bolognese,681
400 g Nudeln,Nudeln,Vegetarische Bohnen-Bolognese,681
20 g Ghee,Ghee,Garnelen Bhuna,682
1 TL schwarze Senfkörner,schwarze Senfkörner,Garnelen Bhuna,682
"1 TL Kurkuma, gemahlen","Kurkuma, gemahlen",Garnelen Bhuna,682
1 TL Garam Masala,Garam Masala,Garnelen Bhuna,682
"½ TL Kreuzkümmel (Cumin), gemahlen","Kreuzkümmel, gemahlen",Garnelen Bhuna,682
"½ TL Koriander, gemahlen","Koriander, gemahlen",Garnelen Bhuna,682
"350 g Garnelen, roh, geschält","Garnelen, geschält",Garnelen Bhuna,682
4 Stängel Minze,Minze,Linsen-Kokos-Suppe,683
"15 g Ingwer, frisch",Ingwer,Linsen-Kokos-Suppe,683
100 g rote Linsen,rote Linsen,Linsen-Kokos-Suppe,683
2 Prisen Chiliflocken,n Chiliflocken,Linsen-Kokos-Suppe,683
80 g Staudensellerie,Staudensellerie,Gemüseragout aus dem Varoma® mit Omelette,684
40 g Karotte,Karotte,Gemüseragout aus dem Varoma® mit Omelette,684
2 Eier,Eier,Gemüseragout aus dem Varoma® mit Omelette,684
"300 g Kürbis, Fruchtfleisch","Kürbis, Fruchtfleisch",Kürbis-Risotto mit Speck,685
100 g Speck,Speck,Kürbis-Risotto mit Speck,685
320 g Risottoreis,Risottoreis,Kürbis-Risotto mit Speck,685
"60 g Weisswein, trocken","Weisswein, trocken",Kürbis-Risotto mit Speck,685
1 EL Gemüsebouillon Paste,Gemüsebouillon Paste,Kürbis-Risotto mit Speck,685
"60 g grüne Erbsen, gefroren",grüne Erbsen,Kürbis-Risotto mit Speck,685
½ TL Paprika edelsüß,Paprika edelsüß,Pasta mit Hähnchen und Gorgonzola,686
250 g Gorgonzola,Gorgonzola,Pasta mit Hähnchen und Gorgonzola,686
400 g Nudeln,Nudeln,Pasta mit Hähnchen und Gorgonzola,686
150 g Radicchio,Radicchio,Pasta mit Hähnchen und Gorgonzola,686
120 g Champignons,Champignons,Champignon-Omelette,687
1 gestr. EL Mehl,estr. EL Mehl,Champignon-Omelette,687
2 Eier,Eier,Champignon-Omelette,687
 Toastbrot,Toastbrot,Champignon-Omelette,687
"80 g Maiskörner, gefroren",Maiskörner,Babyfreundlicher Käse-Thunfisch-Nudelsalat mit Mais,688
110 g Cheddar,Cheddar,Babyfreundlicher Käse-Thunfisch-Nudelsalat mit Mais,688
"150 g Thunfisch, aus der Dose, in Lake","Thunfisch, aus der Dose, in Lake",Babyfreundlicher Käse-Thunfisch-Nudelsalat mit Mais,688
"200 g Nudeln, trocken, Sorte Fusilli","Nudeln, trocken, Sorte Fusilli",Babyfreundlicher Käse-Thunfisch-Nudelsalat mit Mais,688
2 EL Mayonnaise,Mayonnaise,Babyfreundlicher Käse-Thunfisch-Nudelsalat mit Mais,688
"15 g Ingwer, frisch",Ingwer,Auberginen-Kokos-Erdnuss-Curry,689
1 TL Kreuzkümmelsamen,Kreuzkümmelsamen,Auberginen-Kokos-Erdnuss-Curry,689
"¼ TL Koriander, gemahlen","Koriander, gemahlen",Auberginen-Kokos-Erdnuss-Curry,689
"1 TL Kurkuma, gemahlen","Kurkuma, gemahlen",Auberginen-Kokos-Erdnuss-Curry,689
"½ - 1 TL Chili, gemahlen","- 1 TL Chili, gemahlen",Auberginen-Kokos-Erdnuss-Curry,689
50 g Erdnusscreme,Erdnusscreme,Auberginen-Kokos-Erdnuss-Curry,689
2 EL Koriander,Koriander,Auberginen-Kokos-Erdnuss-Curry,689
200 g Melanzani,Melanzani,Würziger Melanzani-Kichererbseneintopf mit Huhn,690
"½ EL Oregano, getrocknet",Oregano,Würziger Melanzani-Kichererbseneintopf mit Huhn,690
10 g frischer Ingwer,frischer Ingwer,Würziger Melanzani-Kichererbseneintopf mit Huhn,690
250 g Hühnerbrustfilet,Hühnerbrustfilet,Würziger Melanzani-Kichererbseneintopf mit Huhn,690
"3 - 5 Prisen Kurkuma, gemahlen","- 5 Prisen Kurkuma, gemahlen",Würziger Melanzani-Kichererbseneintopf mit Huhn,690
1 TL Garam Masala,Garam Masala,Würziger Melanzani-Kichererbseneintopf mit Huhn,690
"¼ TL Chiliflocken, getrocknet",Chiliflocken,Würziger Melanzani-Kichererbseneintopf mit Huhn,690
1 EL Weizenmehl,Weizenmehl,Würziger Melanzani-Kichererbseneintopf mit Huhn,690
"150 g Naturjoghurt (3,6% Fett)",Naturjoghurt,Würziger Melanzani-Kichererbseneintopf mit Huhn,690
" Koriander, frisch",Koriander,Würziger Melanzani-Kichererbseneintopf mit Huhn,690
"80 g Blattspinat, frisch",Blattspinat,All-in-one-Lachs-Spinat-Pasta,691
"250 g Lachsfilets, frisch, ohne Haut","Lachsfilets, ohne Haut",All-in-one-Lachs-Spinat-Pasta,691
½ Zitrone,Zitrone,All-in-one-Lachs-Spinat-Pasta,691
150 g kurze Nudeln,kurze Nudeln,All-in-one-Lachs-Spinat-Pasta,691
60 g Hartkäse,Hartkäse,Schnelles Hirsotto,692
250 g Süßkartoffeln,Süßkartoffeln,Schnelles Hirsotto,692
360 g Goldhirse,Goldhirse,Schnelles Hirsotto,692
"½ TL Kreuzkümmel, gemahlen","Kreuzkümmel, gemahlen",Schnelles Hirsotto,692
"½ TL Paprika, edelsüß, geräuchert","Paprika, edelsüß, geräuchert",Schnelles Hirsotto,692
" frische Kräuter, gemischt","frische Kräuter, gemischt",Schnelles Hirsotto,692
100 g Möhren,Möhren,Griechische Bohnensuppe (Fasolada),693
100 g Staudensellerie,Staudensellerie,Griechische Bohnensuppe (Fasolada),693
2 TL Paprika edelsüß,Paprika edelsüß,Griechische Bohnensuppe (Fasolada),693
100 g Griechischer Joghurt (10% Fett),Griechischer Joghurt,Griechische Bohnensuppe (Fasolada),693
"20 g Ingwer, frisch",Ingwer,Curry-Gemüse-Maultaschen-Suppe,694
"1 rote Chilischote, frisch",rote Chilischote,Curry-Gemüse-Maultaschen-Suppe,694
80 g Möhren,Möhren,Curry-Gemüse-Maultaschen-Suppe,694
150 - 200 g rote Paprika,- 200 g rote Paprika,Curry-Gemüse-Maultaschen-Suppe,694
1 geh. TL Curry,eh. TL Curry,Curry-Gemüse-Maultaschen-Suppe,694
720 g Mini-Maultaschen,Mini-Maultaschen,Curry-Gemüse-Maultaschen-Suppe,694
250 g Brokkoliröschen,Brokkoliröschen,Curry-Gemüse-Maultaschen-Suppe,694
"450 g Erbsen, TK",Erbsen,Pasta Verde - Orecchiette mit cremiger Erbsen-Sauce,695
400 g Orecchiette,Orecchiette,Pasta Verde - Orecchiette mit cremiger Erbsen-Sauce,695
3 Prisen Muskat,n Muskat,Pasta Verde - Orecchiette mit cremiger Erbsen-Sauce,695
"70 g Walnüsse, halbiert","Walnüsse, halbiert",Walnuss-Pilz-Patties,696
"150 g Haferflocken, feinblättrig","Haferflocken, feinblättrig",Walnuss-Pilz-Patties,696
"1 TL Paprikapulver, edelsüß, geräuchert","Paprikapulver, edelsüß, geräuchert",Walnuss-Pilz-Patties,696
1 TL Ras el Hanout,Ras el Hanout,Walnuss-Pilz-Patties,696
200 g braune Champignons,braune Champignons,Walnuss-Pilz-Patties,696
300 g Kräuterseitlinge,Kräuterseitlinge,Walnuss-Pilz-Patties,696
500 g Mehl,Mehl,Backmischung für Walnuss-Tomaten-Brot,697
1 Pck. Trockenhefe,Pck. Trockenhefe,Backmischung für Walnuss-Tomaten-Brot,697
"½ TL Thymian, getrocknet",Thymian,Backmischung für Walnuss-Tomaten-Brot,697
"¼ TL Liebstöckel, getrocknet",Liebstöckel,Backmischung für Walnuss-Tomaten-Brot,697
½ TL Korianderkörner,Korianderkörner,Backmischung für Walnuss-Tomaten-Brot,697
½ TL Kümmelsamen,Kümmelsamen,Backmischung für Walnuss-Tomaten-Brot,697
¼ TL Senfkörner,Senfkörner,Backmischung für Walnuss-Tomaten-Brot,697
"¼ TL Schabzigerklee, gemahlen","Schabzigerklee, gemahlen",Backmischung für Walnuss-Tomaten-Brot,697
50 g Walnusshälften,Walnusshälften,Backmischung für Walnuss-Tomaten-Brot,697
"3 Stängel Zitronengras, frisch",Zitronengras,Tomaten-Kokos-Suppe mit Garnelen,698
"120 g Garnelen, roh, groß, geschält","Garnelen, groß, geschält",Tomaten-Kokos-Suppe mit Garnelen,698
50 g Lauch,Lauch,One Pot Penne in Tomaten-Amaranth-Sauce,699
500 g Cocktailparadeiser,Cocktailparadeiser,One Pot Penne in Tomaten-Amaranth-Sauce,699
60 g Amaranthkörner,Amaranthkörner,One Pot Penne in Tomaten-Amaranth-Sauce,699
"1 - 2 TL Oregano, getrocknet",- 2 TL Oregano,One Pot Penne in Tomaten-Amaranth-Sauce,699
"½ TL Chili, getrocknet",Chili,One Pot Penne in Tomaten-Amaranth-Sauce,699
"50 g Oliven, entkernt","Oliven, entkernt",One Pot Penne in Tomaten-Amaranth-Sauce,699
100 - 150 g Feta,- 150 g Feta,One Pot Penne in Tomaten-Amaranth-Sauce,699
4 - 5 Stängel gemischte frische Kräuter,- 5 Stängel gemischte frische Kräuter,One Pot Penne in Tomaten-Amaranth-Sauce,699
"200 g Hartweizennudeln, getrocknet (Penne Rigate)",Hartweizennudeln,One Pot Penne in Tomaten-Amaranth-Sauce,699
200 g Hüttenkäse,Hüttenkäse,Kabis-Rüebli-Salat mit Feta,700
250 g Karotten,Karotten,Kabis-Rüebli-Salat mit Feta,700
300 g Rotkohl,Rotkohl,Kabis-Rüebli-Salat mit Feta,700
"2 Datteln, entsteint","Datteln, entsteint",Kabis-Rüebli-Salat mit Feta,700
100 g Feta,Feta,Kabis-Rüebli-Salat mit Feta,700
1 Gurke,urke,Gurken-Apfel-Salat,701
30 g Mandeln,Mandeln,Gurken-Apfel-Salat,701
150 g Sauerkraut,Sauerkraut,Risotto mit Sauerkraut,702
50 g Katenschinkenwürfel,Katenschinkenwürfel,Risotto mit Sauerkraut,702
100 g Risottoreis,Risottoreis,Risotto mit Sauerkraut,702
"1 Lorbeerblatt, getrocknet",orbeerblatt,Risotto mit Sauerkraut,702
1 rote Paprika,rote Paprika,Schlemmer-Reistopf,703
300 g Spitzkohl,Spitzkohl,Schlemmer-Reistopf,703
"4 Bratwürste, roh",Bratwürste,Schlemmer-Reistopf,703
1 TL Curry,Curry,Schlemmer-Reistopf,703
200 g Basmati-Reis,Basmati-Reis,Schlemmer-Reistopf,703
3 EL Naturjoghurt,Naturjoghurt,Schlemmer-Reistopf,703
80 g Pecorino,Pecorino,Linguine in Tomatenbutter,704
2 Zweige Rosmarin,Zweige Rosmarin,Linguine in Tomatenbutter,704
2 Zweige Thymian,Zweige Thymian,Linguine in Tomatenbutter,704
500 g Linguine,Linguine,Linguine in Tomatenbutter,704
100 g gekochter Schinken,gekochter Schinken,Spätzletopf,705
250 g Champignons,Champignons,Spätzletopf,705
20 g Speisestärke,Speisestärke,Spätzletopf,705
"400 g Spätzle, frisch",Spätzle,Spätzletopf,705
1 Bund Schnittlauch,Schnittlauch,Spätzletopf,705
"8 Riesencrevetten, roh",Riesencrevetten,Linguine mit Riesencrevetten,706
20 g Brandy,Brandy,Linguine mit Riesencrevetten,706
"50 g Weisswein, trocken","Weisswein, trocken",Linguine mit Riesencrevetten,706
320 g Linguine,Linguine,Linguine mit Riesencrevetten,706
½ Zitrone,Zitrone,Linguine mit Scampi und Zitronensauce,707
"1 roter Chili, alle Sorten","roter Chili, alle Sorten",Linguine mit Scampi und Zitronensauce,707
"200 g Scampi, roh, ungeschält","Scampi, ungeschält",Linguine mit Scampi und Zitronensauce,707
160 g Linguine,Linguine,Linguine mit Scampi und Zitronensauce,707
200 g Chorizo,Chorizo,Chorizo-Erbsen-Risotto,708
"150 g Speck, gewürfelt","Speck, gewürfelt",Chorizo-Erbsen-Risotto,708
50 g Weisswein,Weisswein,Chorizo-Erbsen-Risotto,708
"320 g Risottoreis, alle Sorten","Risottoreis, alle Sorten",Chorizo-Erbsen-Risotto,708
1 EL Hühnerbouillon Paste,Hühnerbouillon Paste,Chorizo-Erbsen-Risotto,708
"150 g grüne Erbsen, gefroren",grüne Erbsen,Chorizo-Erbsen-Risotto,708
½ Bund Dill,Dill,Lachs-Burger,709
"250 g Lachsfilets, TK",Lachsfilets,Lachs-Burger,709
1 Brötchen,Brötchen,Lachs-Burger,709
1 Ei,Ei,Lachs-Burger,709
½ TL geriebene Zitronenschale,geriebene Zitronenschale,Lachs-Burger,709
100 g Fontinakäse,Fontinakäse,Muschelpasta mit Kürbis und Speck,710
300 g Kürbisfleisch,Kürbisfleisch,Muschelpasta mit Kürbis und Speck,710
300 g Muschelpasta,Muschelpasta,Muschelpasta mit Kürbis und Speck,710
150 g Tiroler Schinkenspeck,Tiroler Schinkenspeck,Muschelpasta mit Kürbis und Speck,710
"220 g Couscous, mittel","Couscous, mittel",Gemüse-Curry mit Couscous,711
1 ½ TL Curry,Curry,Gemüse-Curry mit Couscous,711
400 g Gemüse,Gemüse,Gemüse-Curry mit Couscous,711
"150 g Erbsen, TK",Erbsen,Gemüse-Curry mit Couscous,711
"1 Stück Ingwer, frisch",Ingwer,Asiatische Curry-Champignon-Suppe,712
1 TL Korianderkörner,Korianderkörner,Asiatische Curry-Champignon-Suppe,712
½ Bund Koriander,Koriander,Asiatische Curry-Champignon-Suppe,712
200 g Champignons,Champignons,Asiatische Curry-Champignon-Suppe,712
2 TL gelbe Currypaste,gelbe Currypaste,Asiatische Curry-Champignon-Suppe,712
100 g Reisglasnudeln,Reisglasnudeln,Asiatische Curry-Champignon-Suppe,712
60 g Haselnüsse,Haselnüsse,Tortelloni mit Haselnuss-Pesto,713
"750 g Tortelloni, frisch",Tortelloni,Tortelloni mit Haselnuss-Pesto,713
5 g Dill,Dill,Low Carb-Gemüse-Eintopf mit Bratwurstklößchen,714
250 g Möhren,Möhren,Low Carb-Gemüse-Eintopf mit Bratwurstklößchen,714
200 g Kohlrabi,Kohlrabi,Low Carb-Gemüse-Eintopf mit Bratwurstklößchen,714
150 g Porree,Porree,Low Carb-Gemüse-Eintopf mit Bratwurstklößchen,714
200 g Bratwürstchen,Bratwürstchen,Low Carb-Gemüse-Eintopf mit Bratwurstklößchen,714
100 g Möhren,Möhren,Enchilada-Suppe mit Hähnchen und Tortilla-Chips,715
170 g grüne Paprika,grüne Paprika,Enchilada-Suppe mit Hähnchen und Tortilla-Chips,715
1 TL Oregano,Oregano,Enchilada-Suppe mit Hähnchen und Tortilla-Chips,715
1 TL Paprika edelsüß,Paprika edelsüß,Enchilada-Suppe mit Hähnchen und Tortilla-Chips,715
8 Stängel Koriander,Koriander,Enchilada-Suppe mit Hähnchen und Tortilla-Chips,715
"285 g Mais, aus der Dose","Mais, aus der Dose",Enchilada-Suppe mit Hähnchen und Tortilla-Chips,715
"80 g Cheddar, gerieben","Cheddar, gerieben",Enchilada-Suppe mit Hähnchen und Tortilla-Chips,715
80 g Möhre,Möhre,Tex-Mex-Nudeln,716
1 TL Paprika edelsüß,Paprika edelsüß,Tex-Mex-Nudeln,716
280 g Hörnchennudeln,Hörnchennudeln,Tex-Mex-Nudeln,716
180 g rote Paprika,rote Paprika,Tex-Mex-Nudeln,716
200 g geräucherte Mettwürstchen,geräucherte Mettwürstchen,Tex-Mex-Nudeln,716
"100 g Cheddar, gerieben","Cheddar, gerieben",Tex-Mex-Nudeln,716
"10 g Ingwer, frisch",Ingwer,Vegane Bananen Curry Suppe,717
2 Bananen,Bananen,Vegane Bananen Curry Suppe,717
2 TL Currypulver,Currypulver,Vegane Bananen Curry Suppe,717
"1 TL Chiliflocken, getrocknet",Chiliflocken,Vegane Bananen Curry Suppe,717
"½ Bund Koriander, frisch",Koriander,Vegane Bananen Curry Suppe,717
2 EL Walnusshälften,Walnusshälften,Ziegenkäse-Walnuss-Omelette,718
6 Eier,Eier,Ziegenkäse-Walnuss-Omelette,718
200 g Ziegenkäserolle,Ziegenkäserolle,Ziegenkäse-Walnuss-Omelette,718
500 g Spaghetti,Spaghetti,Spaghetti mit Tomaten-Kapern-Öl,719
"1 rote Chilischote, frisch",rote Chilischote,Udon-Nudeln mit Garnelen,720
½ Bund Koriander,Koriander,Udon-Nudeln mit Garnelen,720
500 g Gemüsefond,Gemüsefond,Udon-Nudeln mit Garnelen,720
200 g Pak Choi,Pak Choi,Udon-Nudeln mit Garnelen,720
20 g rote Currypaste,rote Currypaste,Udon-Nudeln mit Garnelen,720
"200 g Garnelen, roh, geschält","Garnelen, geschält",Udon-Nudeln mit Garnelen,720
400 g Udon-Nudeln,Udon-Nudeln,Udon-Nudeln mit Garnelen,720
300 - 400 g Schweineleber,- 400 g Schweineleber,Geröstete Leber,721
1 TL Maisstärke,Maisstärke,Geröstete Leber,721
"4 TL Majoran, getrocknet",Majoran,Geröstete Leber,721
1 TL Essig,Essig,Geröstete Leber,721
"6 EL Kräutermischung, frisch",Kräutermischung,Blumenkohl-Bohnen-Salat,722
1 rote Peperoni,rote Peperoni,Blumenkohl-Bohnen-Salat,722
"2 - 3 TL Kapern, eingelegt","- 3 TL Kapern, eingelegt",Blumenkohl-Bohnen-Salat,722
140 g Hartkäse,Hartkäse,Parmesan-Pasta,723
1 EL Mehl,Mehl,Parmesan-Pasta,723
100 g Wermut,Wermut,Parmesan-Pasta,723
400 g Linguine,Linguine,Parmesan-Pasta,723
500 g Spitzkohl,Spitzkohl,Spitzkohl-Schupfnudeln,724
100 g Bacon,Bacon,Spitzkohl-Schupfnudeln,724
150 g Crème fraîche,Crème fraîche,Spitzkohl-Schupfnudeln,724
1 Pck. Schupfnudeln,Pck. Schupfnudeln,Spitzkohl-Schupfnudeln,724
100 g Grünkohl,Grünkohl,Grünkohl-Schinken-Nudeln,725
160 g Nudeln,Nudeln,Grünkohl-Schinken-Nudeln,725
100 g gekochter Schinken,gekochter Schinken,Grünkohl-Schinken-Nudeln,725
90 g Topinambur,Topinambur,Velouté von Topinambur,726
4 Eier,Eier,Velouté von Topinambur,726
"1 EL Kerbel, frisch",Kerbel,Velouté von Topinambur,726
1 EL Schwarzkümmelsamen,Schwarzkümmelsamen,Velouté von Topinambur,726
2 ½ TL Ras el Hanout,Ras el Hanout,Orientalische Linsensuppe,727
"¼ TL Chiliflocken, getrocknet",Chiliflocken,Orientalische Linsensuppe,727
150 - 200 g Karotten,- 200 g Karotten,Orientalische Linsensuppe,727
150 - 200 g Lauch,- 200 g Lauch,Orientalische Linsensuppe,727
150 g gelbe Linsen,gelbe Linsen,Orientalische Linsensuppe,727
100 g Möhren,Möhren,Vegetarische Linguine Carbonara,728
400 g Linguine,Linguine,Vegetarische Linguine Carbonara,728
2 Eigelb,Eigelb,Vegetarische Linguine Carbonara,728
